X1,X2,Y
3.745401188473625,0.3142918568673425,11.728842894343634
9.50714306409916,6.364104112637804,47.33638045236947
7.319939418114051,3.143559810763267,33.10048098589808
5.986584841970366,5.085706911647028,29.489977207275935
1.5601864044243652,9.07566473926093,30.1168719013675
1.5599452033620265,2.4929222914887497,12.11644378662883
0.5808361216819946,4.103829230356297,7.077057318027259
8.661761457749352,7.555511385430487,48.15239983742825
6.011150117432088,2.2879816549162246,22.919741875654413
7.080725777960454,0.7697990982879299,28.7603721404936
0.20584494295802447,2.8975145291376805,10.281024548564428
9.699098521619943,1.6122128725400442,34.87044490294876
8.324426408004218,9.29697652342573,51.549271514941765
2.1233911067827616,8.08120379564417,25.64073962540192
1.8182496720710062,6.334037565104235,22.131533218950885
1.8340450985343382,8.714605901877178,30.410209186774104
3.0424224295953772,8.036720768991145,26.789427770456616
5.247564316322379,1.8657005888603584,20.023237850662607
4.319450186421157,8.925589984899778,31.19327133188701
2.9122914019804194,5.393422419156507,19.071776132263818
6.118528947223795,8.074401551640625,38.13978944548629
1.3949386065204183,8.960912999234932,24.723658345664752
2.9214464853521815,3.1800347497186388,17.733208071131834
3.663618432936917,1.1005192452767676,17.615304677468494
4.56069984217036,2.279351625419417,20.788093536610756
7.851759613930136,4.271077886262563,40.81102444137881
1.9967378215835974,8.18014765922493,23.37292196020108
5.142344384136116,8.607305832563434,44.23405509262847
5.924145688620425,0.06952130531190703,22.757506694621508
0.46450412719997725,5.107473025775658,9.779985130079954
6.075448519014383,4.17411003148779,26.817023388491357
1.7052412368729153,2.2210781047073027,12.080025594670095
0.6505159298527952,1.198653673336828,4.12359011251457
9.488855372533333,3.3761517140362796,42.44291388561913
9.656320330745594,9.429097039125192,55.01793781349312
8.08397348116461,3.2320293202075523,34.862682018541385
3.0461376917337066,5.187906217433661,19.01570382347345
0.9767211400638387,7.030189588951778,13.637380452964575
6.842330265121569,3.63629602379294,30.2448327216896
4.4015249373960135,9.717820827209607,38.38195740099664
1.2203823484477883,9.624472949421111,25.125012645742206
4.951769101112702,2.5178229582536416,18.881403730091137
0.34388521115218396,4.972485058923855,12.165359640326287
9.093204020787821,3.0087830981676964,39.300610718096046
2.587799816000169,2.848404943774676,12.387377429324012
6.62522284353982,0.36886947354532795,24.424081164671147
3.1171107608941098,6.095643339798968,23.885364832045216
5.200680211778108,5.026790232288615,25.3297293355376
5.4671027934327965,0.5147875124998935,21.289275634309416
1.8485445552552704,2.7864646423661146,14.00383527146699
9.695846277645586,9.082658859666537,56.25819930658511
7.7513282336111455,2.395618906669724,35.32185467775014
9.394989415641891,1.448948720912231,31.792247164791032
8.948273504276488,4.89452760277563,38.78399011105116
5.978999788110851,9.856504541106007,43.17026459633657
9.218742350231167,2.4205527151150044,38.89011678028722
0.884925020519195,6.721355474058786,18.757227126258776
1.959828624191452,7.616196153287175,34.41160657853732
0.45227288910538066,2.3763754399239967,8.286015067788727
3.2533033076326436,7.282163486118596,30.085801818105104
3.8867728968948203,3.677831327192532,24.189156216715798
2.713490317738959,6.3230583059357945,24.729812308468922
8.287375091519294,6.335297107608947,41.36412901237528
3.567533266935893,5.357746840747585,26.014542461325355
2.8093450968738076,0.902897700544083,9.410317366588185
5.426960831582485,8.35302495589238,35.82525949769267
1.4092422497476265,3.2078006497173583,10.212638595035834
8.021969807540398,1.8651851039985423,32.239405462947296
0.7455064367977082,0.40775141554763916,10.409526201462548
9.868869366005173,5.908929431882418,41.34799901019594
7.722447692966574,6.775643618422825,43.316199095194484
1.987156815341724,0.16587828927856152,2.4652456476120586
0.05522117123602399,5.12093058299281,9.531432726242686
8.154614284548341,2.2649577519793795,36.56441306597799
7.068573438476172,6.451727904094499,38.481475690551434
7.2900716804098735,1.7436642900499144,25.94371155675146
7.712703466859457,6.90937738102466,39.358243506379985
0.7404465173409036,3.867353463005374,12.751798329808476
3.5846572854427263,9.367299887367345,30.02653036736956
1.1586905952512971,1.3752094414599325,7.592732679191323
8.631034258755935,3.410663510502585,37.507728797412646
6.232981268275579,1.1347352124058907,22.243577342199448
3.308980248526492,9.246936182785628,37.43182912166852
0.6355835028602363,8.77339353380981,22.550425747965463
3.109823217156622,2.579416277151556,10.225727682093623
3.2518332202674705,6.59984046034179,25.800444181962188
7.29606178338064,8.172222002012159,40.71252305175261
6.3755747135521315,5.5520081159946235,36.53102854540984
8.872127425763265,5.296505783560065,39.797545920349464
4.722149251619493,2.418522909004517,21.262211165177014
1.195942459383017,0.9310276780589921,7.655918568705815
7.13244787222995,8.972157579533267,46.40236405233505
7.607850486168974,9.004180571633304,41.935366680854024
5.612771975694963,6.33101457273268,31.936328810148147
7.70967179954561,3.390297910487007,32.67864097694948
4.937955963643907,3.492095746126609,22.656259241898418
5.227328293819941,7.259556788702394,38.837081005488116
4.275410183585496,8.971102599525771,35.018196234436225
0.2541912674409519,8.870864242651173,15.735832482605659
1.0789142699330445,7.798755458576238,22.907172248940082
